Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Bidhannagar,2,SABYA SACHI DUTTA S/O - LATE GOURI SANKAR DUTTA,M,GEN,BJP,67548,367,67915,41.91
Bidhannagar,3,ABHISEK BANERJEE,M,GEN,INC,12664,157,12821,7.91
Bidhannagar,4,NOTA,,,NOTA,2198,15,2213,1.37
Bidhannagar,5,SAMIR SARDAR,M,GEN,IND,643,4,647,0.4
Bidhannagar,6,SMRITI KANA HOWLADER,F,SC,BSP,604,7,611,0.38
Bidhannagar,7,SABYASACHI DUTTA S/O - LATE SHYAMAL DUTTA,M,GEN,IND,540,5,545,0.34
Bidhannagar,8,SUJIT BOSE S/O - LATE SAMIR BOSE,M,GEN,IND,485,11,496,0.31
Bidhannagar,9,BIPLAB KUMAR HALDER,M,SC,IND,453,1,454,0.28
Bidhannagar,10,SUSOMA LOHO,F,GEN,IND,417,4,421,0.26
Rajarhat Gopalpur,1,ADITI MUNSHI,F,GEN,AITC,87219,431,87650,49.04
Rajarhat Gopalpur,2,SAMIK BHATTACHARYA,M,GEN,BJP,62092,262,62354,34.89
Rajarhat Gopalpur,3,SUBHAJIT DASGUPTA,M,GEN,CPI(M),24333,178,24511,13.71
Rajarhat Gopalpur,4,NOTA,,,NOTA,2251,7,2258,1.26
Rajarhat Gopalpur,5,JAGANMOY KARMAKAR,M,GEN,SUCI,454,1,455,0.25
Rajarhat Gopalpur,6,RINA DEY,F,GEN,BNARP,365,5,370,0.21
Rajarhat Gopalpur,7,LALU NEYE,M,GEN,IND,324,0,324,0.18
Rajarhat Gopalpur,8,MD. JAVED,M,GEN,IND,279,1,280,0.16
Rajarhat Gopalpur,9,DR. NITAI CHANDRA ROY,M,SC,IND,149,1,150,0.08
Rajarhat Gopalpur,10,GOPAL MONDAL,M,GEN,IND,101,1,102,0.06
Rajarhat Gopalpur,11,APURBA MONDAL,M,SC,IND,94,1,95,0.05
Rajarhat Gopalpur,12,AMITAVA BASU,M,GEN,IND,90,0,90,0.05
Rajarhat Gopalpur,13,INDRANI HALDER,F,SC,IND,82,2,84,0.05
Madhyamgram,1,RATHIN GHOSH,M,GEN,AITC,111610,1131,112741,48.93
Madhyamgram,2,RAJASREE RAJBANSHI,F,SC,BJP,64193,422,64615,28.04
Madhyamgram,3,BISWAJIT MAITY,M,GEN,RSSCMJP,46461,287,46748,20.29
Madhyamgram,4,NOTA,,,NOTA,3137,15,3152,1.37
Madhyamgram,5,HIMANGSHU MONDAL,M,GEN,BSP,1652,15,1667,0.72
Madhyamgram,6,SAIFUDDIN MONDAL,M,GEN,IND,863,6,869,0.38
Madhyamgram,7,BIPLAB DUTTA,M,GEN,SUCI,624,15,639,0.28
Barasat,1,CHIRANJEET CHAKRABARTI,M,GEN,AITC,103956,475,104431,46.27
Barasat,2,SANKAR CHATTERJEE,M,GEN,BJP,80189,459,80648,35.73
Barasat,3,SANJIB CHATTOPADHYAY,M,GEN,AIFB,33933,238,34171,15.14
Barasat,4,NOTA,,,NOTA,2678,10,2688,1.19
Barasat,5,SUNIL CHANDRA ROY,M,SC,BSP,934,6,940,0.42
Barasat,6,TARUN DHAR,M,GEN,IND,765,2,767,0.34
Barasat,7,MOHAN LAL ADHIKARI,M,SC,AMB,568,8,576,0.26
Barasat,8,AMIT KUMAR CHAKRABORTY,M,GEN,IND,565,7,572,0.25
Barasat,9,SUDARSHAN DAS,M,GEN,JASP,490,6,496,0.22
Barasat,10,KSHAMA DEBNATH (PANDA),F,GEN,SUCI,415,3,418,0.19
Deganga,1,RAHIMA MONDAL,F,GEN,AITC,99686,419,100105,46.7
Deganga,2,KARIM ALI,M,GEN,RSSCMJP,67454,114,67568,31.52
Deganga,3,DIPIKA CHATTARJEE,F,GEN,BJP,38308,138,38446,17.93
Deganga,4,MD. HASANOOR JAMAN CHOWDHURY,M,GEN,AIFB,2930,12,2942,1.37
Deganga,5,NOTA,,,NOTA,2098,2,2100,0.98
Deganga,6,SATTAR ALI,M,GEN,BSP,1353,1,1354,0.63
Deganga,7,MD. RAFIKUL ISLAM,M,GEN,WPOI,1075,3,1078,0.5
Deganga,8,AJOY SADHUKHAN,M,GEN,SUCI,787,0,787,0.37
Haroa,1,ISLAM SK NURUL (HAJI),M,GEN,AITC,129743,655,130398,57.34
Haroa,2,KUTUBUDDIN FATHE,M,GEN,RSSCMJP,49326,94,49420,21.73
Haroa,3,RAJENDRA SAHA (SOMU),M,SC,BJP,38349,157,38506,16.93
Haroa,4,NOTA,,,NOTA,2928,2,2930,1.29
Haroa,5,MD KUTUBUDDIN,M,GEN,IND Carrom,2484,0,2484,1.09
Haroa,6,AKHER ALI MOLLA,M,GEN,UTSAP,2395,6,2401,1.06
Haroa,7,ABUL KALAM,M,GEN,JSTDVPMTP,1254,2,1256,0.55
Minakhan,1,USHA RANI MONDAL,F,SC,AITC,109471,347,109818,51.72
Minakhan,2,JAYANTA MONDAL,M,SC,BJP,53839,149,53988,25.42
Minakhan,3,PRADYUT ROY,M,SC,CPI(M),44520,86,44606,21.01
Minakhan,4,NOTA,,,NOTA,3937,3,3940,1.86
Sandeshkhali,1,SUKUMAR MAHATA,M,ST,AITC,111970,480,112450,54.64
Sandeshkhali,2,DR. BHASKAR SARDAR,M,ST,BJP,72416,349,72765,35.36
Sandeshkhali,3,BARUN MAHATO,M,ST,RSSCMJP,14340,47,14387,6.99
Sandeshkhali,4,NOTA,,,NOTA,2454,2,2456,1.19
Sandeshkhali,5,HARISH CHANDRA SARDAR,M,ST,IND,1955,6,1961,0.95
Sandeshkhali,6,SUBAL CHANDRA SARDAR,M,ST,IND,1058,5,1063,0.52
Sandeshkhali,7,KHOKAN SARDAR,M,ST,IND,702,3,705,0.34
Basirhat Dakshin,1,DR. SAPTARSHI BANERJEE,M,GEN,AITC,115378,495,115873,49.15
Basirhat Dakshin,2,TARAK NATH GHOSH,M,GEN,BJP,90646,759,91405,38.77
Basirhat Dakshin,3,AMIT MAJUMDAR,M,GEN,INC,22943,146,23089,9.79
Basirhat Dakshin,4,NOTA,,,NOTA,1680,9,1689,0.72
Basirhat Dakshin,5,DEBASHIS SARKAR,M,SC,BSP,1465,5,1470,0.62
Basirhat Dakshin,6,AJAY KUMAR BAIN,M,SC,SUCI,1342,5,1347,0.57
Basirhat Dakshin,7,AKTAR RASUL BACHHU,M,GEN,JSTDVPMTP,859,5,864,0.37
Basirhat Uttar,1,RAFIKUL ISLAM MONDAL,M,GEN,AITC,136617,599,137216,57.55
Basirhat Uttar,2,MD BAIJID AMIN,M,GEN,RSSCMJP,47739,126,47865,20.08
Basirhat Uttar,3,NARAYAN CHANDRA MONDAL,M,SC,BJP,47236,269,47505,19.92
Basirhat Uttar,4,TASLIMA KHATUN,F,GEN,IND,2009,5,2014,0.84
Basirhat Uttar,5,NOTA,,,NOTA,1946,6,1952,0.82
Basirhat Uttar,6,MD KASED ALI SARDAR,M,GEN,IND,1870,4,1874,0.79
Hingalganj,1,DEBES MANDAL,M,SC,AITC,103666,1040,104706,53.78
Hingalganj,2,NEMAI DAS,M,SC,BJP,78962,828,79790,40.98
Hingalganj,3,RANJAN KUMAR MONDAL,M,SC,CPI,5922,86,6008,3.09
Hingalganj,4,NOTA,,,NOTA,1734,2,1736,0.89
Hingalganj,5,KRISHNA GAYEN,M,SC,IND,1156,2,1158,0.59
Hingalganj,6,NIRMAL MUDI,M,SC,BSP,836,14,850,0.44
Hingalganj,7,SANJIT MONDAL,M,SC,JASP,431,2,433,0.22
Gosaba,1,JAYANTA NASKAR,M,SC,AITC,104758,965,105723,53.99
Gosaba,2,BARUN PRAMANIK (CHITTA),M,SC,BJP,81515,499,82014,41.88
Gosaba,3,ANIL CHANDRA MONDAL,M,SC,RSP,4848,23,4871,2.49
Gosaba,4,HARIPADA MANDAL,M,SC,BSP,1270,1,1271,0.65
Gosaba,5,NOTA,,,NOTA,1013,4,1017,0.52
Gosaba,6,TAPAN MISTRI,M,SC,SUCI,910,2,912,0.47
Basanti,1,SHYAMAL MONDAL,M,SC,AITC,110508,945,111453,52.1
Basanti,2,RAMESH MAJHI,M,SC,BJP,60313,498,60811,28.43
Basanti,3,SUBHAS NASKAR,M,SC,RSP,36489,199,36688,17.15
Basanti,4,NOTA,,,NOTA,1905,2,1907,0.89
Basanti,5,BISWAJIT MONDAL,M,SC,IND,1631,4,1635,0.76
Basanti,6,DEBABRATA MONDAL,M,SC,IND,722,6,728,0.34
Basanti,7,NIMAI CHANDRA MONDAL,M,SC,SUCI,685,3,688,0.32
Kultali,1,Ganesh Chandra Mondal,M,SC,AITC,116581,657,117238,51.57
Kultali,2,Mintu Halder,M,SC,BJP,69719,342,70061,30.82
Kultali,3,Ram Sankar Halder,M,SC,CPI(M),19926,84,20010,8.8
Kultali,4,JAYKRISHNA HALDAR,M,SC,SUCI,15209,97,15306,6.73
Kultali,5,KANAN BALA MONDAL,F,SC,BSP,1427,5,1432,0.63
Kultali,6,NOTA,,,NOTA,1045,3,1048,0.46
Kultali,7,Ratan Kumar Naskar,M,SC,IND,999,3,1002,0.44
Kultali,8,Kartick Mondal,M,SC,BMUP,454,4,458,0.2
Kultali,9,Gobinda Majhi,M,SC,IND,447,3,450,0.2
Kultali,10,Bablu Sanfui,M,SC,LJP,345,1,346,0.15
Patharpratima,1,SAMIR KUMAR JANA,M,GEN,AITC,119590,591,120181,51.85
Patharpratima,2,ASIT KUMAR HALDAR,M,SC,BJP,97704,343,98047,42.3
Patharpratima,3,SHUKDEB BERA,M,GEN,INC,10120,62,10182,4.39
Patharpratima,4,NARAYAN HALDAR,M,GEN,SUCI,1654,10,1664,0.72
Patharpratima,5,NOTA,,,NOTA,1213,1,1214,0.52
Patharpratima,6,SRIDHAR CHANDRA BAGARI,M,GEN,LKSAMYP,495,3,498,0.21
Kakdwip,1,MANTURAM PAKHIRA,M,GEN,AITC,113940,553,114493,52.14
Kakdwip,2,DIPANKAR JANA,M,GEN,BJP,88926,265,89191,40.62
Kakdwip,3,INDRANIL ROUT,M,GEN,INC,12208,26,12234,5.57
Kakdwip,4,PARBATI BHUNIA,F,GEN,BSP,1628,2,1630,0.74
Kakdwip,5,JHANTU MAITY,M,GEN,SUCI,1023,3,1026,0.47
Kakdwip,6,NOTA,,,NOTA,1018,5,1023,0.47
Sagar,1,BANKIM CHANDRA HAZRA,M,GEN,AITC,127861,1139,129000,53.96
Sagar,2,KAMILA BIKASH,M,GEN,BJP,98496,658,99154,41.48
Sagar,3,SK MUKLESUR RAHAMAN,M,GEN,CPI(M),9033,63,9096,3.8
Sagar,4,NOTA,,,NOTA,1023,2,1025,0.43
Sagar,5,SWARAJ DAS,M,GEN,SUCI,787,5,792,0.33
Kulpi,1,JOGARANJAN HALDER,M,GEN,AITC,96029,548,96577,50.01
Kulpi,2,PRANAB KUMAR MALLIK,M,GEN,BJP,62405,354,62759,32.5
Kulpi,3,SIRAJ UDDIN GAZI,M,GEN,RSSCMJP,29880,81,29961,15.51
Kulpi,4,NOTA,,,NOTA,1683,2,1685,0.87
Kulpi,5,RANAJIT SINGHA,M,GEN,SUCI,1189,2,1191,0.62
Kulpi,6,MRINMAY MANDAL,M,SC,IND,956,1,957,0.5
Raidighi,1,ALOKE JALDATA,M,SC,AITC,114651,1056,115707,48.47
Raidighi,2,SANTANU BAPULI,M,GEN,BJP,79602,537,80139,33.57
Raidighi,3,KANTI GANGULY,M,GEN,CPI(M),36689,242,36931,15.47
Raidighi,4,GUNASINDHU HALDAR,M,SC,SUCI,2818,44,2862,1.2
Raidighi,5,NOTA,,,NOTA,1457,5,1462,0.61
Raidighi,6,MINTU MISTRI,M,SC,BSP,793,2,795,0.33
Raidighi,7,SOUVIK BAPULI,M,GEN,IND,530,2,532,0.22
Raidighi,8,BABLU HALDAR,M,SC,IND,290,2,292,0.12
Mandirbazar,1,JOYDEB HALDER,M,SC,AITC,95309,525,95834,48.04
Mandirbazar,2,DILIP KUMAR JATUA,M,SC,BJP,72001,341,72342,36.26
Mandirbazar,3,SANCHAY KUMAR SARKAR,M,SC,RSSCMJP,25334,63,25397,12.73
Mandirbazar,4,NOTA,,,NOTA,1822,0,1822,0.91
Mandirbazar,5,SISIR KUMAR MONDAL,M,SC,SUCI,1112,5,1117,0.56
Mandirbazar,6,SOUMEN SARKAR,M,SC,BSP,858,2,860,0.43
Mandirbazar,7,SUBESH KUMAR HALDER,M,SC,IND,807,1,808,0.41
Mandirbazar,8,PARTHA HALDER,M,SC,BMUP,439,2,441,0.22
Mandirbazar,9,PABITRA HALDER,M,SC,IND,317,2,319,0.16
Mandirbazar,10,SANJAY HALDER,M,SC,IND,311,1,312,0.16
Mandirbazar,11,MONGAL NASKAR,M,SC,RPI(A),236,2,238,0.12
Jaynagar,1,BISWANATH DAS,M,SC,AITC,104527,425,104952,51.85
Jaynagar,2,RABIN SARDAR,M,SC,BJP,65943,326,66269,32.74
Jaynagar,3,APURBA PRAMANIK (APU),M,SC,CPI(M),17308,60,17368,8.58
Jaynagar,4,TARUN KANTI NASKAR,M,SC,SUCI,9354,69,9423,4.65
Jaynagar,5,SWAPAN KUMAR NASKAR,M,SC,IND,1433,2,1435,0.71
Jaynagar,6,NOTA,,,NOTA,1162,2,1164,0.58
Jaynagar,7,SANKAR DEB MONDAL,M,SC,BSP,809,2,811,0.4
Jaynagar,8,MONOTOSH NASKAR,M,SC,BMUP,571,3,574,0.28
Jaynagar,9,UTPAL MANDAL,M,SC,LJP,245,3,248,0.12
Jaynagar,10,AMITAV NASKAR,M,SC,RPI(A),186,1,187,0.09
Baruipur Purba,1,BIVAS SARDAR (VOBO),M,SC,AITC,122337,906,123243,54.75
Baruipur Purba,2,CHANDAN MONDAL,M,SC,BJP,73238,364,73602,32.7
Baruipur Purba,3,SWAPAN NASKAR,M,SC,CPI(M),21365,102,21467,9.54
Baruipur Purba,4,NOTA,,,NOTA,1851,4,1855,0.82
Baruipur Purba,5,SNEHASIS SAHA,M,SC,IND,1624,3,1627,0.72
Baruipur Purba,6,JOYDEV NASKAR,M,SC,SUCI,1513,12,1525,0.68
Baruipur Purba,7,SANKAR DEB MONDAL,M,SC,BSP,1389,4,1393,0.62
Baruipur Purba,8,CHINMAY NASKAR,M,SC,IND,399,3,402,0.18
Canning Paschim,1,Paresh Ram Das,M,SC,AITC,110418,641,111059,50.86
Canning Paschim,2,ARNAB ROY,M,SC,BJP,75414,402,75816,34.72
Canning Paschim,3,MEGHNATH HALDER,M,SC,IND,13378,12,13390,6.13
Canning Paschim,4,PROTAP CHANDRA MONDAL,M,SC,INC,11862,46,11908,5.45
Canning Paschim,5,NOTA,,,NOTA,3026,6,3032,1.39
Canning Paschim,6,NARAYAN NASKAR,M,SC,SUCI,1948,15,1963,0.9
Canning Paschim,7,MAYA BAG,F,SC,IND,753,6,759,0.35
Canning Paschim,8,GOPAL CHANDRA MANDAL,M,SC,IND,426,1,427,0.2
Canning Purba,1,SAOKAT MOLLA,M,GEN,AITC,121562,739,122301,52.54
Canning Purba,2,GAZI SHAHABUDDIN SIRAJI,M,GEN,RSSCMJP,69154,140,69294,29.77
Canning Purba,3,KALIPADA NASKAR,M,SC,BJP,34306,197,34503,14.82
Canning Purba,4,RAFIK AKUNJE,M,GEN,SUCI,2670,16,2686,1.15
Canning Purba,5,NOTA,,,NOTA,2258,9,2267,0.97
Canning Purba,6,AJAY HALDAR,M,GEN,IND,1708,7,1715,0.74
Baruipur Paschim,1,BIMAN BANERJEE,M,GEN,AITC,120184,822,121006,57.27
Baruipur Paschim,2,DEBOPAM CHATTOPADHYAYA(BABU),M,GEN,BJP,58774,322,59096,27.97
Baruipur Paschim,3,MD LAHEK ALI,M,GEN,CPI(M),25458,181,25639,12.13
Baruipur Paschim,4,RANESWAR DAS,M,GEN,IND,1766,3,1769,0.84
Baruipur Paschim,5,NOTA,,,NOTA,1528,8,1536,0.73
Baruipur Paschim,6,AJIT BAUL,M,SC,BSP,910,2,912,0.43
Baruipur Paschim,7,SUKUMAR NASKAR,M,SC,IND,550,1,551,0.26
Baruipur Paschim,8,MUKUL MONDAL,M,SC,IND,398,1,399,0.19
Baruipur Paschim,9,ANANDA KUNDU,M,GEN,IND,384,1,385,0.18
Magrahat Purba,1,NAMITA SAHA,F,SC,AITC,110331,614,110945,53.82
Magrahat Purba,2,CHANDAN KUMAR NASKAR,M,SC,BJP,56541,325,56866,27.58
Magrahat Purba,3,CHANDAN SAHA,M,SC,CPI(M),33665,157,33822,16.41
Magrahat Purba,4,NOTA,,,NOTA,1480,0,1480,0.72
Magrahat Purba,5,SANJAY MANDAL,M,SC,SUCI,1203,6,1209,0.59
Magrahat Purba,6,SUDIPTA SANFUI,M,SC,IND,935,4,939,0.46
Magrahat Purba,7,SOMNATH SARKAR,M,SC,IND,457,2,459,0.22
Magrahat Purba,8,BISWAJIT BISWAS,M,SC,IND,430,3,433,0.21
Magrahat Paschim,1,GIAS UDDIN MOLLA,M,GEN,AITC,95974,1032,97006,49.93
Magrahat Paschim,2,DHURJATI SAHA (MANAS),M,SC,BJP,49696,369,50065,25.77
Magrahat Paschim,3,MAIDUL ISLAM MOLLA,M,GEN,RSSCMJP,40526,159,40685,20.94
Magrahat Paschim,4,NOTA,,,NOTA,2280,6,2286,1.18
Magrahat Paschim,5,HABUL KUMAR MANDAL,M,SC,IND,914,6,920,0.47
Magrahat Paschim,6,SAMBHU NATH KANJI,M,SC,IND,837,2,839,0.43
Magrahat Paschim,7,AHAMMAD SARDAR,M,GEN,SUCI,614,1,615,0.32
Magrahat Paschim,8,SAMSUL HUDA LASKAR,M,GEN,IND,606,1,607,0.31
Magrahat Paschim,9,HAJI MURSID UDDIN SEKH,M,GEN,IND,528,10,538,0.28
Magrahat Paschim,10,HARAN BISWAS,M,SC,PDS,511,1,512,0.26
Magrahat Paschim,11,PALASH HALDER,M,SC,IND,206,3,209,0.11
Diamond Harbour,1,PANNALAL HALDER,M,GEN,AITC,98032,446,98478,43.69
Diamond Harbour,2,DIPAK KUMAR HALDER,M,GEN,BJP,81098,384,81482,36.15
Diamond Harbour,3,PRATIK UR RAHAMAN,M,GEN,CPI(M),38612,107,38719,17.18
Diamond Harbour,4,SAFIULLA KHAN,M,GEN,IND,1585,0,1585,0.7
Diamond Harbour,5,NOTA,,,NOTA,1446,3,1449,0.64
Diamond Harbour,6,GOLAM ALI SEKH,M,GEN,BSP,1086,2,1088,0.48
Diamond Harbour,7,SWAPAN MONDAL,M,GEN,IND,800,0,800,0.35
Diamond Harbour,8,LATAB UDDIN MOLLA,M,GEN,IND,750,4,754,0.33
Diamond Harbour,9,MONARAMA HALDER,F,GEN,SUCI,469,0,469,0.21
Diamond Harbour,10,BISWAJIT SARDAR,M,SC,IND,234,0,234,0.1
Diamond Harbour,11,SACHINDRA NATH HALDER,M,SC,RPI(A),174,0,174,0.08
Diamond Harbour,12,KISHOR KUMAR MONDAL,M,SC,IND,164,1,165,0.07
Falta,1,SANKAR KUMAR NASKAR,M,GEN,AITC,116077,1102,117179,56.35
Falta,2,BIDHAN PARUI,M,SC,BJP,76033,372,76405,36.75
Falta,3,ABDUR RAZZAK MOLLA,M,GEN,INC,7413,39,7452,3.58
Falta,4,M. RAQUIBUL HASAN MALLICK,M,GEN,IND,1674,3,1677,0.81
Falta,5,NOTA,,,NOTA,1180,5,1185,0.57
Falta,6,JULFIKAR SHAIK,M,GEN,IND,1177,6,1183,0.57
Falta,7,SANTOSH SAMANTA,M,SC,IND,1019,7,1026,0.49
Falta,8,ATAL KUMAR PURKAIT,M,GEN,BSP,772,4,776,0.37
Falta,9,SOMNATH MONDAL,M,SC,IND,407,4,411,0.2
Falta,10,MILAN DHUM,M,GEN,IND,364,1,365,0.18
Falta,11,DEEPAK RAM,M,GEN,IND,272,1,273,0.13
Satgachhia,1,MOHAN CHANDRA NASKAR,M,SC,AITC,117974,661,118635,50.37
Satgachhia,2,CHANDAN PAL,M,GEN,BJP,94927,390,95317,40.47
Satgachhia,3,GOUTAM PAL,M,GEN,CPI(M),16134,86,16220,6.89
Satgachhia,4,SK RABIYAL,M,GEN,SUCI,1622,3,1625,0.69
Satgachhia,5,SANJAY KUMAR SAH,M,GEN,BSP,1377,2,1379,0.59
Satgachhia,6,NOTA,,,NOTA,1374,3,1377,0.58
Satgachhia,7,DEBAJYOTI BASU,M,GEN,IND,990,3,993,0.42
Bishnupur,1,DILIP MONDAL,M,SC,AITC,135620,889,136509,57.46
Bishnupur,2,AGNISWAR NASKAR,M,SC,BJP,77379,298,77677,32.7
Bishnupur,3,JHUMA KAYAL,F,SC,CPI(M),17866,129,17995,7.57
Bishnupur,4,RABINDRANATH RANJAN,M,SC,BSP,2697,12,2709,1.14
Bishnupur,5,NOTA,,,NOTA,1861,2,1863,0.78
Bishnupur,6,UTTAM NASKAR,M,SC,IND,815,2,817,0.34
Sonarpur Dakshin,1,ARUNDHUTI MAITRA (LOVELY),F,GEN,AITC,108408,814,109222,46.92
Sonarpur Dakshin,2,ANJANA BASU,F,GEN,BJP,82518,523,83041,35.67
Sonarpur Dakshin,3,SHUVAM BANERJEE,M,GEN,CPI,31467,311,31778,13.65
Sonarpur Dakshin,4,NOTA,,,NOTA,2541,9,2550,1.1
Sonarpur Dakshin,5,SHAMPA DAS,F,GEN,IND,1901,6,1907,0.82
Sonarpur Dakshin,6,BIMAL KRISHNA MANDAL,M,SC,BSP,1099,11,1110,0.48
Sonarpur Dakshin,7,DILIP KUMAR ROY,M,SC,IND CCTV,600,1,601,0.26
Sonarpur Dakshin,8,RANGALAL BARIK,M,GEN,IND,501,1,502,0.22
Sonarpur Dakshin,9,PROVASH MONDAL,M,SC,IND,500,0,500,0.21
Sonarpur Dakshin,10,DIBAKAR HALDER,M,SC,SUCI,436,5,441,0.19
Sonarpur Dakshin,11,TRAYEE PRADHAN,F,GEN,RTORP,369,3,372,0.16
Sonarpur Dakshin,12,UTTAM SAMUL,M,GEN,IND,315,1,316,0.14
Sonarpur Dakshin,13,ARUN SARKAR,M,SC,IND,194,1,195,0.08
Sonarpur Dakshin,14,SANJAY ROY,M,GEN,AMB CALCULATOR,144,2,146,0.06
Sonarpur Dakshin,15,DEBASHIS RAKSHIT,M,GEN,BMUP,124,2,126,0.05
Bhangar,1,MD. NAWSAD SIDDIQUE,M,GEN,RSSCMJP,109063,174,109237,45.1
Bhangar,2,KARIM REZAUL,M,GEN,AITC,82850,236,83086,34.31
Bhangar,3,SOUMI HATI,F,GEN,BJP,38636,90,38726,15.99
Bhangar,4,MIRJA HASAN,M,GEN,CPIM Chalata,4925,5,4930,2.04
Bhangar,5,NOTA,,,NOTA,3243,0,3243,1.34
Bhangar,6,NOUSHAR ALI MOLLA,M,GEN,IND,1301,2,1303,0.54
Bhangar,7,TAPAN GHOSH,M,GEN,SUCI,933,4,937,0.39
Bhangar,8,ISMAIL MOLLA,M,GEN,IND,720,3,723,0.3
Kasba,1,AHMED JAVED KHAN,M,GEN,AITC,120957,415,121372,54.39
Kasba,2,DR. INDRANIL KHAN,M,GEN,BJP,57559,191,57750,25.88
Kasba,3,SHATARUP GHOSH,M,GEN,CPI(M),38971,209,39180,17.56
Kasba,4,NOTA,,,NOTA,2465,11,2476,1.11
Kasba,5,SHAMPA SARKAR,F,GEN,SUCI,671,2,673,0.3
Kasba,6,UMESH KR. SINGH,M,GEN,IND,502,1,503,0.23
Kasba,7,TUSHAN MUKHERJEE,M,GEN,IND,429,1,430,0.19
Kasba,8,INDRANIL MITRA,M,GEN,IND,307,3,310,0.14
Kasba,9,GOUTAM DAS,M,GEN,IND,264,2,266,0.12
Kasba,10,ARUNANSU KUMAR SARKAR,M,GEN,IND,194,0,194,0.09
Jadavpur,1,DEBABRATA MAJUMDAR (MALAY),M,GEN,AITC,97152,948,98100,45.54
Jadavpur,2,Dr. SUJAN CHAKRABORTY,M,GEN,CPI(M),58666,565,59231,27.5
Jadavpur,3,RINKU NASKAR,F,GEN,BJP,52795,344,53139,24.67
Jadavpur,4,NOTA,,,NOTA,2713,17,2730,1.27
Jadavpur,5,SUJOY NASKAR,M,SC,BSP,639,10,649,0.3
Jadavpur,6,MEGHA CHATTERJEE,F,GEN,IND,398,2,400,0.19
Jadavpur,7,MONALISA GUPTA (DEBROY),F,GEN,PDS,380,5,385,0.18
Jadavpur,8,MISTOO DAS,M,SC,IND,255,0,255,0.12
Jadavpur,9,NRIPENDRA KRISHNA ROY,M,GEN,IND,225,4,229,0.11
Jadavpur,10,TANUJIT DAS,M,SC,IND,106,4,110,0.05
Jadavpur,11,ATANU CHATTERJEE,M,GEN,IND,100,0,100,0.05
Jadavpur,12,ASHUTOSH DEY,M,GEN,IND,86,5,91,0.04
Sonarpur Uttar,1,FIRDOUSI BEGUM,F,GEN,AITC,119272,685,119957,49.88
Sonarpur Uttar,2,RANJAN BAIDYA,M,SC,BJP,83523,344,83867,34.87
Sonarpur Uttar,3,MONALISA SINHA,F,GEN,CPI(M),29152,248,29400,12.22
Sonarpur Uttar,4,NOTA,,,NOTA,2105,9,2114,0.88
Sonarpur Uttar,5,SAMIR BHATTACHARYA,M,GEN,IND,1520,1,1521,0.63
Sonarpur Uttar,6,AJIT BAUL,M,SC,BSP,1351,5,1356,0.56
Sonarpur Uttar,7,NEPAL CHANDRA NASKAR,M,SC,IND,990,3,993,0.41
Sonarpur Uttar,8,DULAL DAS,M,SC,IND,704,4,708,0.29
Sonarpur Uttar,9,BINANDA SING,M,ST,IND,576,3,579,0.24
Tollyganj,1,AROOP BISWAS,M,GEN,AITC,100491,949,101440,51.4
Tollyganj,2,BABUL SUPRIYO,M,GEN,BJP,51064,296,51360,26.02
Tollyganj,3,DEBDUT GHOSH,M,GEN,CPI(M),40260,337,40597,20.57
Tollyganj,4,NOTA,,,NOTA,2297,13,2310,1.17
Tollyganj,5,DEBABRATA BERA,M,GEN,SUCI,451,3,454,0.23
Tollyganj,6,SUDIPTA SOM,M,GEN,IND,302,1,303,0.15
Tollyganj,7,SAMAR KUMAR BISWAS,M,GEN,IND,195,0,195,0.1
Tollyganj,8,SUBHODEEP DAS,M,GEN,IND,145,3,148,0.07
Tollyganj,9,ANINDITA BASU,F,GEN,IND,128,5,133,0.07
Tollyganj,10,RAJ KUMAR MISHRA,M,GEN,IND,123,3,126,0.06
Tollyganj,11,RABI MALIK,M,SC,IND,102,1,103,0.05
Tollyganj,12,AVIJIT SARKAR,M,SC,IND,101,1,102,0.05
Tollyganj,13,DEBASHIS DAS,M,GEN,IND,94,0,94,0.05
Behala Purba,1,Ratna Chatterjee,F,GEN,AITC,110294,674,110968,50.01
Behala Purba,2,Payel Sarkar,F,GEN,BJP,73137,403,73540,33.15
Behala Purba,3,Samita Har Chowdhury,F,GEN,CPI(M),29945,227,30172,13.6
Behala Purba,4,NOTA,,,NOTA,2729,106,2835,1.28
Behala Purba,5,Rina Roy,F,SC,BSP,1158,17,1175,0.53
Behala Purba,6,Tulsi Rani Pramanik,F,SC,IND Bread,1163,4,1167,0.53
Behala Purba,7,Ashis Kumar Danda,M,GEN,SUCI,658,5,663,0.3
Behala Purba,8,Subrata Roy,M,GEN,IND,398,5,403,0.18
Behala Purba,9,Dr. Arun Kumar Giri,M,SC,IND,269,2,271,0.12
Behala Purba,10,Nikhilesh Ghosh,M,GEN,IND,270,0,270,0.12
Behala Purba,11,Bholanath Patra,M,SC,IND,262,3,265,0.12
Behala Purba,12,Dhiman Debnath,M,GEN,IND,142,1,143,0.06
Behala Paschim,1,PARTHA CHATTERJEE,M,GEN,AITC,113787,991,114778,49.51
Behala Paschim,2,SRABANTI CHATTERJEE,F,GEN,BJP,63500,394,63894,27.56
Behala Paschim,3,NIHAR BHAKTA,M,SC,CPI(M),47156,353,47509,20.49
Behala Paschim,4,NOTA,,,NOTA,2415,18,2433,1.05
