Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Chapra,3,SUTIRTHA CHAKRABORTY(CHUNI),M,GEN,BJP,14877,10,14887,7.94
Chapra,4,SAMARESH BISWAS,M,SC,SHS,4081,0,4081,2.18
Chapra,5,None of the Above,,,NOTA,1890,4,1894,1.01
Chapra,6,DHANANJAY GANGULY,M,GEN,CPI(ML)(L),883,1,884,0.47
Krishnanagar Uttar,1,ABANI MOHAN JOARDAR,M,GEN,AITC,82209,655,82864,44.14
Krishnanagar Uttar,2,ASIM KUMAR SAHA,M,GEN,INC,68757,1192,69949,37.26
Krishnanagar Uttar,3,CHANCHAL KUMAR BISWAS,M,GEN,BJP,26723,73,26796,14.27
Krishnanagar Uttar,4,None of the Above,,,NOTA,3154,21,3175,1.69
Krishnanagar Uttar,5,PRABIR KUMAR GHOSH,M,GEN,SHS,1603,2,1605,0.85
Krishnanagar Uttar,6,ASHOKE CHANDRA DAS,M,SC,BSP,1548,0,1548,0.82
Krishnanagar Uttar,7,KAMAL KANTI DATTA,M,GEN,SUCI,977,1,978,0.52
Krishnanagar Uttar,8,AMAL TARAFDAR,M,GEN,CPI(ML)(L),822,1,823,0.44
Nabadwip,1,PUNDARIKAKSHYA SAHA,M,GEN,AITC,101746,482,102228,52.49
Nabadwip,2,SUMIT BISWAS,M,GEN,CPM,66039,393,66432,34.11
Nabadwip,3,GAUTAM PAL,M,GEN,BJP,17514,23,17537,9.0
Nabadwip,4,BRAJAMOHAN CHAKRABORTY,M,GEN,SHS,2890,0,2890,1.48
Nabadwip,5,None of the Above,,,NOTA,2135,4,2139,1.1
Nabadwip,6,UTPALA BISWAS,F,SC,BSP,1913,1,1914,0.98
Nabadwip,7,PARIKSHIT PAUL,M,GEN,CPI(ML)(L),1632,0,1632,0.84
Krishnanagar Dakshin,1,UJJAL BISWAS,M,GEN,AITC,80278,433,80711,45.58
Krishnanagar Dakshin,2,MEGHLAL SHEIKH,M,GEN,CPM,67452,445,67897,38.35
Krishnanagar Dakshin,3,MAHADEV SARKAR,M,SC,BJP,22812,38,22850,12.9
Krishnanagar Dakshin,4,None of the Above,,,NOTA,2537,1,2538,1.43
Krishnanagar Dakshin,5,SUDEB SARKAR,M,SC,BSP,1841,1,1842,1.04
Krishnanagar Dakshin,6,ANCHHARUL HAQUE BISWAS,M,GEN,CPI(ML)(L),1226,0,1226,0.69
Santipur,1,ARINDAM BHATTACHARYA,M,GEN,INC,103165,401,103566,51.76
Santipur,2,AJOY DEY,M,GEN,AITC,83626,452,84078,42.02
Santipur,3,SWAPAN KUMAR DAM,M,GEN,BJP,7488,7,7495,3.75
Santipur,4,None of the Above,,,NOTA,1899,2,1901,0.95
Santipur,5,SAOKAT ALI,M,GEN,GMM,1639,0,1639,0.82
Santipur,6,DINESH RAY,M,GEN,SHS,882,0,882,0.44
Santipur,7,NAJIMA BIBI KAYAL,F,GEN,SDPI,519,0,519,0.26
Ranaghat Uttar paschim,1,SANKAR SINGHA,M,GEN,INC,108829,778,109607,52.05
Ranaghat Uttar paschim,2,PARTHASARATHI CHATTERJEE (BABU),M,GEN,AITC,85571,616,86187,40.93
Ranaghat Uttar paschim,3,ANAL BISWAS,M,GEN,BJP,10209,16,10225,4.86
Ranaghat Uttar paschim,4,None of the Above,,,NOTA,1821,8,1829,0.87
Ranaghat Uttar paschim,5,AMAL SARKAR,M,SC,BSP,1478,2,1480,0.7
Ranaghat Uttar paschim,6,MANOJ KIRTANIYA,M,GEN,SUCI,1257,1,1258,0.6
Krishnaganj,1,SATYAJIT BISWAS,M,SC,AITC,113873,753,114626,53.72
Krishnaganj,2,MRINAL BISWAS(MINI),M,SC,CPM,70296,402,70698,33.13
Krishnaganj,3,SUJIT KUMAR BISWAS,M,SC,BJP,17715,26,17741,8.31
Krishnaganj,4,NITYA GOPAL MONDAL,M,SC,INC,4170,5,4175,1.96
Krishnaganj,5,RAJNATH SARKAR,M,SC,BSP,2192,5,2197,1.03
Krishnaganj,6,None of the Above,,,NOTA,1789,6,1795,0.84
Krishnaganj,7,BIPLAB KUMAR GOLDER,M,SC,NDPOI,1245,0,1245,0.58
Krishnaganj,8,APURBA BISWAS,M,SC,SUCI,914,1,915,0.43
Ranaghat Uttar Purba,1,SAMIR KUMAR PODDAR,M,SC,AITC,92604,611,93215,48.13
Ranaghat Uttar Purba,2,BABUSONA SARKAR,M,SC,CPM,77734,509,78243,40.4
Ranaghat Uttar Purba,3,NIKHIL RANJAN SARKAR,M,SC,BJP,15445,22,15467,7.99
Ranaghat Uttar Purba,4,PRADIP KUMAR SARKAR,M,SC,BSP,2296,5,2301,1.19
Ranaghat Uttar Purba,5,None of the Above,,,NOTA,1642,3,1645,0.85
Ranaghat Uttar Purba,6,JAGADISH MONDAL,M,SC,SUCI,1494,2,1496,0.77
Ranaghat Uttar Purba,7,DEBADRITA BISWAS,F,SC,NDPOI,1309,2,1311,0.68
Ranaghat Dakshin,1,RAMA BISWAS,F,SC,CPM,103483,676,104159,47.51
Ranaghat Dakshin,2,ABIR RANJAN BISWAS,M,SC,AITC,86508,398,86906,39.64
Ranaghat Dakshin,3,SUSMIT RANJAN HALDAR,M,SC,BJP,18082,32,18114,8.26
Ranaghat Dakshin,4,None of the Above,,,NOTA,3632,8,3640,1.66
Ranaghat Dakshin,5,PRASANTA BISWAS,M,SC,BSP,2407,0,2407,1.1
Ranaghat Dakshin,6,TUSHAR BISWAS,M,SC,IND,1490,0,1490,0.68
Ranaghat Dakshin,7,MANMATHA BISWAS,M,SC,NDPOI,1050,0,1050,0.48
Ranaghat Dakshin,8,BIBHUTI MONDAL,M,SC,IND,790,0,790,0.36
Ranaghat Dakshin,9,TAPAN HALDER,M,SC,IND,659,0,659,0.3
Chakdaha,1,KAR RATNA GHOSH,F,GEN,AITC,93582,659,94241,49.63
Chakdaha,2,BISWANATH GUPTA,M,GEN,CPM,70004,584,70588,37.17
Chakdaha,3,PRADIP KUMAR SARKAR,M,SC,BJP,16269,25,16294,8.58
Chakdaha,4,None of the Above,,,NOTA,2732,7,2739,1.44
Chakdaha,5,SARNAB BOSE,M,GEN,SHS,2579,0,2579,1.36
Chakdaha,6,DHIRENDRA MAJUMDAR,M,SC,BSP,2074,3,2077,1.09
Chakdaha,7,ASHOK KUMAR KUNDU,M,GEN,PDS,1368,0,1368,0.72
Kalyani,1,DR. RAMENDRA NATH BISWAS,M,SC,AITC,95149,646,95795,50.47
Kalyani,2,ALAKESH DAS,M,SC,CPM,68843,857,69700,36.73
Kalyani,3,DR. RANAJIT KUMAR BISWAS,M,SC,BJP,15674,36,15710,8.28
Kalyani,4,None of the Above,,,NOTA,2839,12,2851,1.5
Kalyani,5,BIPLAB MAJUMDAR,M,SC,SHS,2355,0,2355,1.24
Kalyani,6,TUSHAR KANTI BISWAS,M,SC,BSP,2315,4,2319,1.22
Kalyani,7,SAMARESH BISWAS,M,SC,PDS,1055,3,1058,0.56
Haringhata,1,NILIMA NAG (MALLICK),F,SC,AITC,93955,575,94530,49.4
Haringhata,2,AJOY DAS,M,SC,CPM,72700,481,73181,38.24
Haringhata,3,SURESH SIKDAR,M,SC,BJP,15784,9,15793,8.25
Haringhata,4,None of the Above,,,NOTA,1950,3,1953,1.02
Haringhata,5,JAGADISH CHANDRA HALDER,M,SC,SHS,1910,0,1910,1.0
Haringhata,6,BIDYUT MALLICK,M,SC,BSP,1586,2,1588,0.83
Haringhata,7,MADHAB BISWAS,M,SC,PDS,1570,0,1570,0.82
Haringhata,8,PROBODH KUMAR SARKAR,M,SC,SUCI,834,0,834,0.44
Bagdah,1,DULAL CHANDRA BAR,M,SC,INC,101550,476,102026,49.64
Bagdah,2,UPENDRA NATH BISWAS,M,SC,AITC,89505,285,89790,43.68
Bagdah,3,BIVA MAJUMDER,F,SC,BJP,8987,9,8996,4.38
Bagdah,4,BIKASH BISWAS,M,SC,BSP,1532,6,1538,0.75
Bagdah,5,None of the Above,,,NOTA,1324,1,1325,0.64
Bagdah,6,HARISH CHANDRA MONDAL,M,SC,IND,792,0,792,0.39
Bagdah,7,HIROK GOLDER,M,SC,GMM,581,0,581,0.28
Bagdah,8,GOUTAM MALO,M,SC,RPI(A),498,0,498,0.24
Bongaon Uttar,1,BISWAJIT DAS,M,SC,AITC,95372,450,95822,50.59
Bongaon Uttar,2,SUSHANTA BOWALI,M,SC,AIFB,62032,598,62630,33.07
Bongaon Uttar,3,K.D. BISWAS,M,SC,BJP,21245,17,21262,11.23
Bongaon Uttar,4,SUNITI MALLICK,F,SC,BSP,4839,1,4840,2.56
Bongaon Uttar,5,None of the Above,,,NOTA,2182,0,2182,1.15
Bongaon Uttar,6,JURAN CHANDRA PANDAY,M,SC,RPI(A),1290,0,1290,0.68
Bongaon Uttar,7,SHYAMSUNDAR HALDER,M,SC,SUCI,831,2,833,0.44
Bongaon Uttar,8,PINAKI RANJAN BHARATI,M,SC,TRMRPPI,536,1,537,0.28
Bongaon Dakshin,1,SURAJIT KUMAR BISWAS,M,SC,AITC,92003,376,92379,49.2
Bongaon Dakshin,2,RAMENDRANATH AUDHYA,M,SC,CPM,65006,469,65475,34.87
Bongaon Dakshin,3,SWAPAN MAJUMDER,M,SC,BJP,24361,23,24384,12.99
Bongaon Dakshin,4,PRADIP KUMAR SARKAR,M,SC,BSP,1615,1,1616,0.86
Bongaon Dakshin,5,None of the Above,,,NOTA,1510,2,1512,0.81
Bongaon Dakshin,6,DIPANKAR MANDAL,M,SC,AMB,1484,0,1484,0.79
Bongaon Dakshin,7,PRANBALLABH PATHAK,M,SC,CPI(ML)(L),922,3,925,0.49
Gaighata,1,PULIN BIHARI RAY,M,SC,AITC,93479,333,93812,48.62
Gaighata,2,KAPIL KRISHNA THAKUR,M,SC,CPI,63713,527,64240,33.29
Gaighata,3,SANKAR THAKUR,M,SC,BJP,28772,24,28796,14.92
Gaighata,4,None of the Above,,,NOTA,1583,4,1587,0.82
Gaighata,5,ANIL BAIRAGI,M,SC,BSP,1502,0,1502,0.78
Gaighata,6,NANDITA MONDAL,F,SC,IND,1387,1,1388,0.72
Gaighata,7,NANIBALA BISWAS ( DAS),F,SC,SUCI,917,0,917,0.48
Gaighata,8,BIKASH BISWAS,M,SC,IND,707,0,707,0.37
Swarupnagar (SC),1,BINA MANDAL,F,SC,AITC,93507,300,93807,48.56
Swarupnagar (SC),2,DHIMAN SARKAR,M,SC,CPM,81524,342,81866,42.38
Swarupnagar (SC),3,MIHIR KUMAR BAGCHI,M,SC,BJP,12859,7,12866,6.66
Swarupnagar (SC),4,None of the Above,,,NOTA,1915,1,1916,0.99
Swarupnagar (SC),5,SHIBANI HALDER,F,SC,SUCI,1617,1,1618,0.84
Swarupnagar (SC),6,SANTOSH KUMAR BISWAS,M,SC,BSP,1088,0,1088,0.56
Baduria,1,ABDUR RAHIM QUAZI,M,GEN,INC,97913,495,98408,50.17
Baduria,2,AMIR ALI,M,GEN,AITC,76002,161,76163,38.83
Baduria,3,DEBIKA MUKHERJEE,F,GEN,BJP,17598,31,17629,8.99
Baduria,4,None of the Above,,,NOTA,1651,3,1654,0.84
Baduria,5,GOPAL DAS,M,SC,BSP,1166,0,1166,0.59
Baduria,6,NURUL AMIN MONDAL,M,GEN,SUCI,1129,1,1130,0.58
Habra,1,JYOTI PRIYA MALLICK,M,GEN,AITC,101246,344,101590,54.31
Habra,2,ASHIS KANTHA MUKHERJEE,M,GEN,CPM,55179,464,55643,29.75
Habra,3,GOVINDO DAS,M,GEN,BJP,22949,18,22967,12.28
Habra,4,None of the Above,,,NOTA,2053,2,2055,1.1
Habra,5,TUSHAR GHOSH,M,GEN,SUCI,2029,4,2033,1.09
Habra,6,KAMALENDU BALA,M,SC,BSP,1353,6,1359,0.73
Habra,7,MRITUNJAY MALLIK,M,GEN,RPI(A),723,0,723,0.39
Habra,8,AJOY DEY,M,GEN,IND,686,0,686,0.37
Ashoknagar,1,DHIMAN ROY,M,GEN,AITC,97826,216,98042,49.98
Ashoknagar,2,SATYASEBI KAR,M,GEN,CPM,74680,463,75143,38.3
Ashoknagar,3,TANUJA CHAKRABORTY,F,GEN,BJP,16408,21,16429,8.37
Ashoknagar,4,None of the Above,,,NOTA,1794,4,1798,0.92
Ashoknagar,5,TARAKESWAR HAWLADER,M,SC,BSP,1580,2,1582,0.81
Ashoknagar,6,AJIT KUMAR SARKAR,M,SC,RPI(A),1339,0,1339,0.68
Ashoknagar,7,JAYASHRI DAS (BASAK),F,GEN,CPI(ML)(L),1262,0,1262,0.64
Ashoknagar,8,PARIMAL BAISHNAB,M,SC,IND,586,0,586,0.3
Amdanga,1,RAFIQUR RAHAMAN,M,GEN,AITC,96006,187,96193,50.0
Amdanga,2,ABDUS SATTAR,M,GEN,CPM,72938,290,73228,38.06
Amdanga,3,ARINDAM DEY,M,GEN,BJP,15668,23,15691,8.16
Amdanga,4,None of the Above,,,NOTA,1804,4,1808,0.94
Amdanga,5,MATIAR RAHAMAN BISWAS,M,GEN,PDS,1655,0,1655,0.86
Amdanga,6,SAFIQUE ALI,M,GEN,BSP,1647,0,1647,0.86
Amdanga,7,GOUTAM BISWAS,M,GEN,SUCI,1176,2,1178,0.61
Amdanga,8,KAOSAR ALI MALLIK,M,GEN,IND,994,1,995,0.52
Bijpur,1,SUBHRANSHU ROY,M,GEN,AITC,76744,98,76842,61.58
Bijpur,2,DR. RABINDRA NATH MUKHERJEE,M,GEN,CPM,28723,165,28888,23.15
Bijpur,3,ALO RANI SARKAR,F,GEN,BJP,13723,8,13731,11.0
Bijpur,4,KALIPADA DEBNATH,M,GEN,SUCI,1714,0,1714,1.37
Bijpur,5,None of the Above,,,NOTA,1483,1,1484,1.19
Bijpur,6,KRISHNA GOPAL MAJHI,M,SC,BSP,1001,0,1001,0.8
Bijpur,7,CHIRANTAN MUKHERJEE,M,GEN,PDS,629,0,629,0.5
Bijpur,8,NIRUPAM MALLICK,M,GEN,IND,487,0,487,0.39
Naihati,1,PARTHA BHOWMICK,M,GEN,AITC,73915,142,74057,50.59
Naihati,2,GARGI CHATTERJEE,F,GEN,CPM,45208,221,45429,31.03
Naihati,3,PHALGUNI PATRA,F,GEN,BJP,19960,12,19972,13.64
Naihati,4,None of the Above,,,NOTA,2461,2,2463,1.68
Naihati,5,SUBRATA DHAK,M,SC,IND,1494,0,1494,1.02
Naihati,6,SARIT CHAKRABORTY (BABLI),M,GEN,CPI(ML)(L),1190,1,1191,0.81
Naihati,7,HARIPADA BISWAS,M,SC,BSP,856,0,856,0.58
Naihati,8,RAGHUNATH MANDI,M,ST,IND,599,0,599,0.41
Naihati,9,ANANDA SARKAR,M,SC,IND,340,0,340,0.23
Bhatpara,1,ARJUN SINGH,M,GEN,AITC,59163,90,59253,54.57
Bhatpara,2,JITENDRA SHAW (JITU),M,GEN,IND,30272,46,30318,27.92
Bhatpara,3,RUMESH KUMAR HANDA,M,GEN,BJP,14319,14,14333,13.2
Bhatpara,4,None of the Above,,,NOTA,2014,1,2015,1.86
Bhatpara,5,GOPAL RAUT,M,GEN,IND,788,0,788,0.73
Bhatpara,6,PARTHA BHATTACHARYYA,M,GEN,SUCI,688,0,688,0.63
Bhatpara,7,DHARMENDRA SINGH,M,GEN,IND,678,0,678,0.62
Bhatpara,8,SHATRUGHNA SINGH,M,GEN,IND,504,0,504,0.46
Jagatdal,1,PARASH DUTTA,M,GEN,AITC,76636,76,76712,46.36
Jagatdal,2,HARIPADA BISWAS,M,SC,AIFB,49460,207,49667,30.02
Jagatdal,3,ARUN KUMAR BRAHMA,M,GEN,BJP,30553,22,30575,18.48
Jagatdal,4,None of the Above,,,NOTA,2602,6,2608,1.58
Jagatdal,5,SHEO PRASAD TIWARI,M,GEN,IND,1731,0,1731,1.05
Jagatdal,6,AMAL SEN,M,GEN,SUCI,1438,1,1439,0.87
Jagatdal,7,VIKASH KUMAR SHAW,M,GEN,IND,1393,0,1393,0.84
Jagatdal,8,SWAPAN DAS,M,GEN,IND,1336,0,1336,0.81
Noapara,1,MADHUSUDAN GHOSE,M,GEN,INC,79030,518,79548,42.05
Noapara,2,MANJU BASU,F,GEN,AITC,78237,216,78453,41.47
Noapara,3,AMIYA SARKAR,M,GEN,BJP,23557,22,23579,12.46
Noapara,4,None of the Above,,,NOTA,3235,1,3236,1.71
Noapara,5,BULU SARKAR,F,GEN,BSP,2425,4,2429,1.28
Noapara,6,UDAY VEER CHOUDHURY,M,GEN,IND,1948,0,1948,1.03
Barrackpur,1,SILBHADRA DATTA,M,GEN,AITC,58050,59,58109,40.23
Barrackpur,2,DEBASISH BHOWMICK,M,GEN,CPM,50580,210,50790,35.16
Barrackpur,3,AMITAVA ROY,M,GEN,BJP,29202,25,29227,20.23
Barrackpur,4,None of the Above,,,NOTA,2728,5,2733,1.89
Barrackpur,5,TAPAS SARKAR,M,SC,BSP,1384,0,1384,0.96
Barrackpur,6,SHYAM SUNDAR SHAW (LALI),M,GEN,CPIM,1249,0,1249,0.86
Barrackpur,7,BRAHMDEO GUPTA,M,GEN,IND,952,0,952,0.66
Khardaha,1,AMIT MITRA,M,GEN,AITC,83612,76,83688,49.65
Khardaha,2,ASIM KUMAR DASGUPTA,M,GEN,CPM,62218,270,62488,37.07
Khardaha,3,MAHADEB BASAK,M,GEN,BJP,16311,10,16321,9.68
Khardaha,4,None of the Above,,,NOTA,3162,7,3169,1.88
Khardaha,5,SAMAR DAS,M,SC,BSP,1567,1,1568,0.93
Khardaha,6,PARITOSH SENGUPTA (BHOLA),M,GEN,PDS,1322,0,1322,0.78
Dum Dum Uttar,1,TANMOY BHATTACHARYA,M,GEN,CPM,91663,296,91959,46.38
Dum Dum Uttar,2,CHANDRIMA BHATTACHARYA,F,GEN,AITC,85339,71,85410,43.08
Dum Dum Uttar,3,DR. TAPAN CHANDRA DAS,M,GEN,BJP,15413,7,15420,7.78
Dum Dum Uttar,4,None of the Above,,,NOTA,3515,3,3518,1.77
Dum Dum Uttar,5,SOVA HOWLADER,F,SC,BSP,1946,1,1947,0.98
Panihati,1,NIRMAL GHOSH,M,GEN,AITC,73492,53,73545,44.69
Panihati,2,SANMOY BANDYOPADHYAY,M,GEN,INC,70302,213,70515,42.85
Panihati,3,DIPAK KUMAR KUNDU (BAPI KUNDU),M,SC,BJP,14899,6,14905,9.06
Panihati,4,None of the Above,,,NOTA,2847,7,2854,1.73
Panihati,5,JAGADISH ROY,M,SC,BSP,1797,0,1797,1.09
Panihati,6,MR. RAJARSHI GOSWAMI,M,GEN,AAAP,935,0,935,0.57
Kamarhati,1,MANASH MUKHERJEE,M,GEN,CPM,62023,171,62194,45.09
Kamarhati,2,MADAN MITRA,M,GEN,AITC,57959,37,57996,42.04
Kamarhati,3,KRISHANU MITRA,M,GEN,BJP,10790,7,10797,7.83
Kamarhati,4,None of the Above,,,NOTA,2617,6,2623,1.9
Kamarhati,5,MANAS MUKHERJEE,M,GEN,IND,1009,0,1009,0.73
Kamarhati,6,SUBHOJIT DUTTA,M,GEN,IND,923,0,923,0.67
Kamarhati,7,REKHA DEVI,F,SC,BSP,847,1,848,0.61
Kamarhati,8,ARCHANA GHATAK,F,GEN,CPI(ML)(L),398,1,399,0.29
Kamarhati,9,SANTANU CHATTERJEE,M,GEN,PDS,352,0,352,0.26
Kamarhati,10,BHASKAR ROY,M,GEN,IND,342,0,342,0.25
Kamarhati,11,SOUMEN MUKHERJEE,M,GEN,RAJSP,245,0,245,0.18
Kamarhati,12,RAJARSHI GOSWAMI,M,GEN,AAAP,215,0,215,0.16
Baranagar,1,TAPAS ROY,M,GEN,AITC,76473,58,76531,48.79
Baranagar,2,SUKUMAR GHOSH,M,GEN,RSP,60268,163,60431,38.52
Baranagar,3,SUNIL DEY,M,GEN,BJP,14168,4,14172,9.03
Baranagar,4,None of the Above,,,NOTA,4124,5,4129,2.63
Baranagar,5,SHYAMAL,M,GEN,IND,901,0,901,0.57
Baranagar,6,PRABIR CHATTERJEE,M,GEN,RAJSP,704,0,704,0.45
Dum dum,1,BRATYA BASU,M,GEN,AITC,81500,79,81579,46.73
Dum dum,2,PALASH DAS,M,GEN,CPM,72078,185,72263,41.4
Dum dum,3,UMA SINGHA,F,GEN,BJP,14546,4,14550,8.34
Dum dum,4,None of the Above,,,NOTA,3501,5,3506,2.01
Dum dum,5,SUBRATA KUMAR MAJUMDER,M,SC,BSP,1704,1,1705,0.98
Dum dum,6,SUBRATA SEN,M,GEN,IND,959,0,959,0.55
Rajarhat new town,1,SABYA SACHI DUTTA,M,GEN,AITC,90581,90,90671,45.59
Rajarhat new town,2,NARENDRA NATH CHATTERJEE (BALAI),M,GEN,CPM,81318,160,81478,40.97
Rajarhat new town,3,NUPUR GHOSH,F,GEN,BJP,17860,17,17877,8.99
Rajarhat new town,4,SK. MD. SALIM,M,GEN,WPOI,3086,1,3087,1.55
Rajarhat new town,5,None of the Above,,,NOTA,2328,4,2332,1.17
Rajarhat new town,6,BHASKAR ROY,M,SC,BSP,1997,1,1998,1.0
Rajarhat new town,7,SAMIR SARDDAR,M,GEN,IND,1447,0,1447,0.73
Bidhannagar,1,SUJIT BOSE,M,GEN,AITC,66027,103,66130,42.86
Bidhannagar,2,ARUNAVA GHOSH,M,GEN,INC,58920,222,59142,38.33
Bidhannagar,3,SUSANTA RANJAN PAL,M,GEN,BJP,21718,17,21735,14.09
Bidhannagar,4,None of the Above,,,NOTA,3247,8,3255,2.11
Bidhannagar,5,RANJAN MAJUMDER,M,SC,BSP,1163,0,1163,0.75
Bidhannagar,6,ANANDA CHANDA,M,GEN,SHS,897,0,897,0.58
Bidhannagar,7,MANMOHAN GARODIA,M,GEN,IND,771,0,771,0.5
Bidhannagar,8,TARUN KUMAR DAS,M,GEN,SUCI,532,1,533,0.35
Bidhannagar,9,PALASH BISWAS,M,GEN,IND,379,0,379,0.25
Bidhannagar,10,KUNAL MAJUMDER,M,GEN,IND,298,0,298,0.19
Rajarhat gopalpur,1,PURNENDU BASU,M,GEN,AITC,72699,94,72793,44.3
Rajarhat gopalpur,2,NEPALDEB BHATTACHARJEE,M,GEN,CPM,65729,190,65919,40.12
Rajarhat gopalpur,3,DILIP MITRA,M,GEN,BJP,19667,16,19683,11.98
Rajarhat gopalpur,4,None of the Above,,,NOTA,3771,9,3780,2.3
Rajarhat gopalpur,5,RANJIT KUMAR DUTTA,M,GEN,IND,1242,2,1244,0.76
Rajarhat gopalpur,6,SHYAMAL MONDAL,M,GEN,IND,895,0,895,0.54
Madhyamgram,1,RATHIN GHOSH,M,GEN,AITC,110024,247,110271,53.09
Madhyamgram,2,TAPAS MAJUMDER,M,GEN,INC,74223,244,74467,35.85
Madhyamgram,3,DEBASISH MITRA (BAPI),M,GEN,BJP,17137,11,17148,8.26
Madhyamgram,4,None of the Above,,,NOTA,2922,10,2932,1.41
Madhyamgram,5,HIMANGSHU MONDAL,M,GEN,BSP,2885,1,2886,1.39
Barasat,1,CHIRANJEET CHAKRABARTI,M,GEN,AITC,99402,265,99667,48.44
Barasat,2,CHATTOPADHYAY SANJIB,M,GEN,AIFB,74148,520,74668,36.29
Barasat,3,DR. BITHIKA MANDAL,F,SC,BJP,22503,34,22537,10.95
Barasat,4,None of the Above,,,NOTA,3714,17,3731,1.81
Barasat,5,SUNIL CHANDRA ROY,M,SC,BSP,2823,4,2827,1.37
Barasat,6,BIPLAB DUTTA,M,GEN,SUCI,1230,0,1230,0.6
Barasat,7,ASHIM KANTI GHOSH,M,GEN,SHS,1110,0,1110,0.54
Deganga,1,RAHIMA MONDAL,F,GEN,AITC,97255,157,97412,50.87
Deganga,2,MD. HASANOOR JAMAN CHOWDHURY,M,GEN,AIFB,71219,203,71422,37.29
Deganga,3,TARUN KANTI GHOSH,M,GEN,BJP,12055,19,12074,6.3
Deganga,4,BAKI BILLAH KARIKAR,M,GEN,BSP,4247,0,4247,2.22
Deganga,5,RAFIKUL ISLAM,M,GEN,WPOI,2315,2,2317,1.21
Deganga,6,AJOY SADHU KHAN,M,GEN,SUCI,1754,0,1754,0.92
Deganga,7,None of the Above,,,NOTA,1585,4,1589,0.83
Deganga,8,RITA PANDA,F,GEN,LJP,694,0,694,0.36
Haroa,1,ISLAM SK. NURUL (HAJI),M,GEN,AITC,112913,88,113001,56.33
Haroa,2,IMTIAZ HOSSAIN,M,GEN,CPM,70464,130,70594,35.19
Haroa,3,MANMATHA BACHAR,M,SC,BJP,11073,5,11078,5.52
Haroa,4,MD.NAZRUL ISLAM,M,GEN,BSP,3208,0,3208,1.6
Haroa,5,None of the Above,,,NOTA,2739,2,2741,1.37
Minakhan (SC),1,USHA RANI MONDAL,F,SC,AITC,103130,80,103210,55.76
Minakhan (SC),2,DINABANDHU MONDAL,M,SC,CPM,60503,109,60612,32.75
Minakhan (SC),3,JAYANTA MONDAL,M,SC,BJP,13554,12,13566,7.33
Minakhan (SC),4,KRISHNA KINKAR DAS,M,SC,BSP,3995,0,3995,2.16
Minakhan (SC),5,None of the Above,,,NOTA,3718,0,3718,2.01
Sandeshkhali (ST),1,SUKUMAR MAHATA,M,ST,AITC,96428,128,96556,51.49
Sandeshkhali (ST),2,NIRAPADA SARDAR,M,ST,CPM,58228,138,58366,31.13
Sandeshkhali (ST),3,SUKUMAR SARDAR,M,ST,BJP,23822,19,23841,12.71
Sandeshkhali (ST),4,None of the Above,,,NOTA,2951,1,2952,1.57
Sandeshkhali (ST),5,MANIB SARDAR,M,ST,AMB,1890,0,1890,1.01
Sandeshkhali (ST),6,RAMKRISHNA MUNDA (SARDAR),M,ST,BSP,1686,0,1686,0.9
Sandeshkhali (ST),7,KRISHNA PADA MUNDA,M,ST,SUCI,1217,1,1218,0.65
Sandeshkhali (ST),8,HARISH CHANDRA SARDAR,M,ST,IND,1010,0,1010,0.54
Basirhat Dakshin,1,DIPENDU BISWAS (MITHU),M,GEN,AITC,87635,450,88085,40.66
Basirhat Dakshin,2,SAMIK BHATTACHARYA,M,GEN,BJP,63837,190,64027,29.55
Basirhat Dakshin,3,AMIT MAJUMDAR,M,GEN,INC,56698,337,57035,26.33
Basirhat Dakshin,4,None of the Above,,,NOTA,1947,2,1949,0.9
Basirhat Dakshin,5,DEBABRATA BISWAS (BABU),M,GEN,CPI(ML)(L),1462,0,1462,0.67
Basirhat Dakshin,6,DILIP BAIRAGI,M,SC,BSP,1133,0,1133,0.52
Basirhat Dakshin,7,AJAY KUMAR BAIN,M,SC,SUCI,1080,1,1081,0.5
Basirhat Dakshin,8,BARUN DAS,M,GEN,PDS,964,0,964,0.44
Basirhat Dakshin,9,TASIRUL MONDAL,M,GEN,RPI(A),903,0,903,0.42
Basirhat Uttar,1,RAFIKUL ISLAM MONDAL,M,GEN,CPM,97542,286,97828,45.74
Basirhat Uttar,2,A.T.M. ABDULLAH (RONY),M,GEN,AITC,97086,250,97336,45.51
Basirhat Uttar,3,TARAFAN GAZI,M,GEN,BJP,13062,10,13072,6.11
Basirhat Uttar,4,ABUL KASEM DHALI,M,GEN,BSP,3006,0,3006,1.41
Basirhat Uttar,5,None of the Above,,,NOTA,2636,7,2643,1.24
Hingalganj (SC),1,DEBES MANDAL,M,SC,AITC,94482,271,94753,53.0
Hingalganj (SC),2,ANANDAMAY MANDAL,M,SC,CPI,64256,193,64449,36.05
Hingalganj (SC),3,LABANYA MONDAL,M,SC,BJP,14308,19,14327,8.01
Hingalganj (SC),4,GAYEN RANJIT,M,SC,IND,1921,0,1921,1.07
Hingalganj (SC),5,None of the Above,,,NOTA,1853,1,1854,1.04
Hingalganj (SC),6,NITISH KUMAR BISWAS,M,SC,BSP,1467,0,1467,0.82
Gosaba,1,JAYANTA NASKAR,M,SC,AITC,90533,183,90716,50.52
Gosaba,2,UTTAM KUMAR SAHA,M,SC,RSP,70853,192,71045,39.56
